id,shiftDate,timeIn,timeOut,shiftType,largestTip,smallestTip,stiffed,bwl,sales,tipout,totalWalkedWith,tipPercent,ppa,comments,breakthroughs,isReal,createdAt,updatedAt,JobId,UserId
5671,2014-06-20,11:00:00,19:15:00,double,51,10,0,16,1156,80.92,124.85,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5672,2014-06-19,11:00:00,19:15:00,double,45,10,0,8,437,26.22,69.92,22,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5673,2014-06-18,11:00:00,19:15:00,double,26,10,0,9,755,45.3,107.97,19,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5674,2014-06-15,11:00:00,19:15:00,double,36,9,0,9,543,32.58,77.65,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5675,2014-06-14,11:00:00,19:15:00,double,27,9,0,15,1083,64.98,178.7,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5676,2014-06-13,11:00:00,19:15:00,double,60,10,0,9,891,71.28,139,21,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5677,2014-06-12,11:00:00,19:15:00,double,28,8,0,6,1169,93.52,180.03,22,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5678,2014-06-11,11:00:00,19:15:00,double,43,5,0,10,645,51.6,78.05,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5679,2014-06-08,11:00:00,19:15:00,double,44,6,0,9,1166,93.28,151.58,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5680,2014-06-07,11:00:00,19:15:00,double,37,10,0,17,760,53.2,91.2,17,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5681,2014-06-06,11:00:00,19:15:00,double,51,11,0,10,760,45.6,100.32,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5682,2014-06-05,11:00:00,19:15:00,double,49,4,0,11,971,77.68,116.52,20,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5683,2014-06-04,11:00:00,19:15:00,double,50,8,0,8,1090,76.3,183.12,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5684,2014-06-01,11:00:00,19:15:00,double,49,11,0,12,756,45.36,75.6,16,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5685,2014-05-31,11:00:00,19:15:00,double,24,13,0,8,1410,98.7,197.4,21,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5686,2014-05-30,11:00:00,19:15:00,double,38,11,0,14,616,49.28,86.24,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5687,2014-05-29,11:00:00,19:15:00,double,35,13,0,9,1162,92.96,102.26,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5688,2014-05-28,11:00:00,19:15:00,double,46,4,0,8,1035,62.1,148.01,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5689,2014-05-25,11:00:00,19:15:00,double,49,10,0,6,1275,89.25,153,19,33,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5690,2014-05-24,11:00:00,19:15:00,double,40,6,0,8,1091,87.28,117.83,17,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5691,2014-05-23,11:00:00,19:15:00,double,45,7,0,15,637,38.22,101.92,22,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5692,2014-05-22,11:00:00,19:15:00,double,60,11,0,10,691,55.28,66.34,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5693,2014-05-21,11:00:00,19:15:00,double,36,12,0,10,981,68.67,161.87,22,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5694,2014-05-18,11:00:00,19:15:00,double,57,10,0,11,511,30.66,56.21,16,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5695,2014-05-17,11:00:00,19:15:00,double,48,11,0,12,1086,65.16,130.32,18,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5696,2014-05-16,11:00:00,19:15:00,double,34,15,0,12,735,44.1,129.36,22,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5697,2014-05-15,11:00:00,19:15:00,double,51,9,0,10,729,58.32,80.19,19,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5698,2014-05-14,11:00:00,19:15:00,double,56,15,0,5,921,64.47,154.73,21,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5699,2014-05-11,11:00:00,19:15:00,double,38,13,0,11,1063,63.78,127.56,18,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5700,2014-05-10,11:00:00,19:15:00,double,31,8,0,10,1541,107.87,231.15,22,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5701,2014-05-09,11:00:00,19:15:00,double,50,7,0,14,939,56.34,140.85,21,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5702,2014-05-08,11:00:00,19:15:00,double,28,6,0,6,610,36.6,80.52,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5703,2014-05-07,11:00:00,19:15:00,double,45,6,0,5,823,49.38,158.02,22,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5704,2014-05-04,11:00:00,19:15:00,double,29,15,0,9,786,47.16,94.32,16,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5705,2014-05-03,11:00:00,19:15:00,double,60,6,0,9,763,53.41,119.03,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5706,2014-05-02,11:00:00,19:15:00,double,34,6,0,16,822,65.76,118.37,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5707,2014-05-01,11:00:00,19:15:00,double,43,13,0,6,700,56,77,18,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5708,2014-04-30,11:00:00,19:15:00,double,35,5,0,12,1082,75.74,166.63,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5709,2014-04-27,11:00:00,19:15:00,double,37,11,0,9,1208,84.56,108.72,16,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5710,2014-04-26,11:00:00,19:15:00,double,20,11,0,17,1456,87.36,262.08,21,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5711,2014-04-25,11:00:00,19:15:00,double,60,5,0,9,940,65.8,141,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5712,2014-04-24,11:00:00,19:15:00,double,39,15,0,10,1110,88.8,146.52,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5713,2014-04-23,11:00:00,19:15:00,double,47,7,0,7,992,69.44,107.14,16,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5714,2014-04-20,11:00:00,19:15:00,double,58,8,0,6,890,62.3,97.9,17,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5715,2014-04-19,11:00:00,19:15:00,double,44,7,0,17,1537,122.96,122.96,16,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5716,2014-04-18,11:00:00,19:15:00,double,53,9,0,9,860,68.8,122.98,21,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5717,2014-04-17,11:00:00,19:15:00,double,38,15,0,12,1106,66.36,194.66,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5718,2014-04-16,11:00:00,19:15:00,double,55,7,0,8,455,36.4,54.6,18,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5719,2014-04-13,11:00:00,19:15:00,double,26,4,0,8,738,51.66,81.18,17,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5720,2014-04-12,11:00:00,19:15:00,double,30,9,0,16,1572,110.04,157.2,17,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5721,2014-04-11,11:00:00,19:15:00,double,48,14,0,14,1157,92.56,138.84,18,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5722,2014-04-10,11:00:00,19:15:00,double,31,5,0,11,469,37.52,56.28,20,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5723,2014-04-09,11:00:00,19:15:00,double,23,15,0,6,875,52.5,154,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5724,2014-04-06,11:00:00,19:15:00,double,55,14,0,7,1107,88.56,158.3,21,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5725,2014-04-05,11:00:00,19:15:00,double,41,5,0,9,1001,80.08,88.09,16,59,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5726,2014-04-04,11:00:00,19:15:00,double,50,14,0,14,1053,63.18,189.54,21,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5727,2014-04-03,11:00:00,19:15:00,double,41,5,0,6,991,59.46,142.7,18,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5728,2014-04-02,11:00:00,19:15:00,double,33,6,0,12,1068,74.76,153.79,19,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5729,2014-03-30,11:00:00,19:15:00,double,22,8,0,7,574,45.92,56.83,17,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5730,2014-03-29,11:00:00,19:15:00,double,56,13,0,10,1345,80.7,161.4,18,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5731,2014-03-28,11:00:00,19:15:00,double,40,15,0,15,1376,96.32,196.77,20,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5732,2014-03-27,11:00:00,19:15:00,double,28,13,0,12,520,36.4,57.2,18,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5733,2014-03-26,11:00:00,19:15:00,double,51,9,0,11,795,47.7,152.64,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5734,2014-03-23,11:00:00,19:15:00,double,27,4,0,12,1148,80.36,192.86,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5735,2014-03-22,11:00:00,19:15:00,double,55,7,0,17,862,51.72,151.71,22,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5736,2014-03-21,11:00:00,19:15:00,double,56,4,0,12,1200,84,132,18,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5737,2014-03-20,11:00:00,19:15:00,double,32,11,0,6,857,59.99,133.69,20,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5738,2014-03-19,11:00:00,19:15:00,double,42,15,0,7,742,51.94,96.46,20,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5739,2014-03-16,11:00:00,19:15:00,double,58,13,0,11,620,37.2,86.8,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5740,2014-03-15,11:00:00,19:15:00,double,53,10,0,13,949,56.94,135.71,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5741,2014-03-14,11:00:00,19:15:00,double,44,10,0,11,696,55.68,100.22,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5742,2014-03-13,11:00:00,19:15:00,double,45,15,0,12,1134,90.72,124.74,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5743,2014-03-12,11:00:00,19:15:00,double,38,6,0,7,591,41.37,88.65,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5744,2014-03-09,11:00:00,19:15:00,double,55,13,0,6,1092,76.44,131.04,19,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5745,2014-03-08,11:00:00,19:15:00,double,40,10,0,14,796,47.76,95.52,18,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5746,2014-03-07,11:00:00,19:15:00,double,55,7,0,10,824,49.44,115.36,20,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5747,2014-03-06,11:00:00,19:15:00,double,26,9,0,6,1194,71.64,179.1,21,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5748,2014-03-05,11:00:00,19:15:00,double,55,13,0,11,875,52.5,125.13,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
